comparison,qid,query,query_length,oov_ratio,Dense_ndcg@10,AHR_ndcg@10,delta,improved,worsened
Hybrid→AHR,198,CCL19 is absent within dLNs.,5,0.2,,0.6309,0.0,0,0
Hybrid→AHR,208,CHEK2 is not associated with breast cancer.,7,0.0,,0.3869,0.0,0,0
Hybrid→AHR,212,CR is associated with higher methylation age.,7,0.0,,0.4307,0.0,0,0
Hybrid→AHR,213,CRP is not predictive of postoperative mortality following Coronary Artery Bypass Graft (CABG) surgery.,14,0.0,,0.0,0.0,0,0
Hybrid→AHR,216,CX3CR1 on the Th2 cells impairs T cell survival,9,0.0,,0.5,0.0,0,0
Hybrid→AHR,217,CX3CR1 on the Th2 cells promotes T cell survival,9,0.0,,0.4307,0.0,0,0
Hybrid→AHR,218,CX3CR1 on the Th2 cells promotes airway inflammation.,8,0.0,,0.3869,0.0,0,0
Hybrid→AHR,219,CX3CR1 on the Th2 cells suppresses airway inflammation.,8,0.0,,0.3562,0.0,0,0
Hybrid→AHR,230,Carriers of the alcohol aldehyde dehydrogenase deficiency mutation drink less that non-carries.,12,0.0833,,0.3562,0.0,0,0
Hybrid→AHR,232,Cataract and trachoma are the primary cause of blindness in Southern Sudan.,12,0.0,,0.2891,0.0,0,0
Hybrid→AHR,233,Cell autonomous sex determination in somatic cells does not occur in Galliformes.,12,0.0833,,0.3333,0.0,0,0
Hybrid→AHR,236,Cell autonomous sex determination in somatic cells occurs in Passeriformes.,10,0.1,,0.4307,0.0,0,0
Hybrid→AHR,237,Cells lacking clpC have a defect in sporulation efficiency in Bacillus subtilis.,12,0.0,,0.301,0.0,0,0
Hybrid→AHR,238,Cells undergoing methionine restriction may activate miRNAs.,7,0.0,,0.0,0.0,0,0
Hybrid→AHR,239,Cellular aging closely links to an older appearance.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,248,Chenodeosycholic acid treatment increases whole-body energy expenditure.,7,0.1429,,0.3155,0.0,0,0
Hybrid→AHR,249,Chenodeosycholic acid treatment reduces whole-body energy expenditure.,7,0.1429,,0.3155,0.0,0,0
Hybrid→AHR,261,"Chronic aerobic exercise alters endothelial function, improving vasodilating mechanisms mediated by NO.",12,0.0833,,0.1934,0.0,0,0
Hybrid→AHR,268,Cold exposure increases BAT recruitment.,5,0.0,,0.6309,0.0,0,0
Hybrid→AHR,269,Cold exposure reduces BAT recruitment.,5,0.0,,0.6309,0.0,0,0
Hybrid→AHR,274,Combination nicotine replacement therapies with varenicline or bupropion lead to significantly higher long-term abstinence rates at 52 weeks than varenicline monotherapy.,21,0.0,,0.3562,0.0,0,0
Hybrid→AHR,275,Combining phosphatidylinositide 3-kinase and MEK 1/2 inhibitors is effective at treating KRAS mutant tumors.,14,0.0,,0.2021,0.0,0,0
Hybrid→AHR,279,Commelina yellow mottle virus' (ComYMV) genome consists of 7489 baise pairs.,11,0.2727,,0.4307,0.0,0,0
Hybrid→AHR,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,12,0.0,,0.0,0.0,0,0
Hybrid→AHR,295,Crosstalk between dendritic cells (DCs) and innate lymphoid cells (ILCs) is important in the regulation of intestinal homeostasis.,18,0.0,,0.3333,0.0,0,0
Hybrid→AHR,298,Cytochrome c is released from the mitochondrial intermembrane space to cytosol during apoptosis.,13,0.0,,0.3869,0.0,0,0
Hybrid→AHR,3,"1,000 genomes project enables mapping of genetic sequence variation consisting of rare variants with larger penetrance effects than common variants.",20,0.0,,0.3333,0.0,0,0
Hybrid→AHR,300,Cytosolic proteins bind to iron-responsive elements on mRNAs coding for DMT1. Cytosolic proteins bind to iron-responsive elements on mRNAs coding for proteins involved in iron uptake.,26,0.0385,,0.0,0.0,0,0
Hybrid→AHR,303,DMRT1 is a sex-determining gene that is epigenetically regulated by the MHM region.,13,0.0,,0.3562,0.0,0,0
Hybrid→AHR,312,De novo assembly of sequence data has more specific contigs than unassembled sequence data.,14,0.0,,0.0,0.0,0,0
Hybrid→AHR,314,Deamination of cytidine to uridine on the minus strand of viral DNA results in catastrophic G-to-A mutations in the viral genome.,21,0.0,,0.0,0.0,0,0
Hybrid→AHR,324,Deleting Raptor reduces G-CSF levels.,5,0.0,,0.0,0.0,0,0
Hybrid→AHR,327,Deletion of αvβ8 does not result in a spontaneous inflammatory phenotype.,11,0.0,,0.5,0.0,0,0
Hybrid→AHR,338,Dexamethasone decreases risk of postoperative bleeding.,6,0.0,,0.3155,0.0,0,0
Hybrid→AHR,343,Diabetic patients with acute coronary syndrome experience increased short-term and long-term risk for bleeding events.,15,0.0,,0.1934,0.0,0,0
Hybrid→AHR,350,Discrimination between the initiator and elongation tRNAs depends on the translation initiation factor IF3.,14,0.0,,0.3333,0.0,0,0
Hybrid→AHR,354,Downregulation and mislocalization of Scribble prevents cell transformation and mammary tumorigenesis.,11,0.0,,0.4307,0.0,0,0
Hybrid→AHR,36,A deficiency of vitamin B12 increases blood levels of homocysteine.,10,0.0,,0.3066,0.0,0,0
Hybrid→AHR,362,During the primary early antibody response activated B cells migrate toward the inner-and outer paracortical areas where oxysterol accumulation is generated by stromal cells.,24,0.0833,,0.5,0.0,0,0
Hybrid→AHR,380,Enhanced early production of inflammatory chemokines improves viral control in the lung.,12,0.0,,0.2891,0.0,0,0
Hybrid→AHR,384,Epidemiological disease burden from noncommunicable diseases is more prevalent in low economic settings.,13,0.0,,0.0,0.0,0,0
Hybrid→AHR,385,Epigenetic modulating agents (EMAs) modulate antitumor immune response in a cancer model system.,13,0.0769,,0.1934,0.0,0,0
Hybrid→AHR,386,Errors in peripheral IV drug administration are most common during bolus administration and multiple-step medicine preparations.,16,0.0625,,0.6309,0.0,0,0
Hybrid→AHR,388,Ethanol stress decreases the expression of IBP in bacteria.,9,0.1111,,0.3333,0.0,0,0
Hybrid→AHR,399,Exposure to fine particulate air pollution is relate to anxiety prevalence.,11,0.0,,0.4307,0.0,0,0
Hybrid→AHR,410,Febrile seizures increase the threshold for development of epilepsy.,9,0.0,,0.3869,0.0,0,0
Hybrid→AHR,411,Febrile seizures reduce the threshold for development of epilepsy.,9,0.0,,0.3869,0.0,0,0
Hybrid→AHR,415,Female carriers of the Apolipoprotein E4 (APOE4) allele have increased risk for dementia.,13,0.0769,,0.0,0.0,0,0
Hybrid→AHR,42,A high microerythrocyte count raises vulnerability to severe anemia in homozygous alpha (+)- thalassemia trait subjects.,16,0.0625,,0.3869,0.0,0,0
Hybrid→AHR,421,Flexible molecules experience greater steric hindrance in the tumor microenviroment than rigid molecules.,13,0.1538,,0.0,0.0,0,0
Hybrid→AHR,431,FoxO3a activation in neuronal death is mediated by reactive oxygen species (ROS).,12,0.0,,0.0,0.0,0,0
Hybrid→AHR,436,Free histones are degraded by a Rad53-dependent mechanism once DNA has been replicated.,13,0.0769,,0.4307,0.0,0,0
Hybrid→AHR,437,Functional consequences of genomic alterations due to Myelodysplastic syndrome (MDS) are poorly understood due to the lack of an animal model.,21,0.0,,0.0,0.0,0,0
Hybrid→AHR,439,Fz/PCP-dependent Pk localizes to the anterior membrane of neuroectoderm cells during zebrafish neuralation,13,0.2308,,0.0,0.0,0,0
Hybrid→AHR,440,Fz/PCP-dependent Pk localizes to the anterior membrane of notochord cells during zebrafish neuralation.,13,0.1538,,0.0,0.0,0,0
Hybrid→AHR,443,GATA-3 is important for hematopoietic stem cell (HSC) function.,9,0.0,,0.3333,0.0,0,0
Hybrid→AHR,452,Gene expression does not vary appreciably across genetically identical cells.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,475,Glycolysis is one of the primary glycometabolic pathways in cells.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,478,Golli-deficient T-cells prefer to differentiate into an anergic phenotype in the adaptive immune response when there are increased levels of Ca2+ in the cytosol.,24,0.0,,0.0,0.0,0,0
Hybrid→AHR,48,"A total of 1,000 people in the UK are asymptomatic carriers of vCJD infection.",14,0.0,,0.301,0.0,0,0
Hybrid→AHR,49,ADAR1 binds to Dicer to cleave pre-miRNA.,7,0.0,,0.3562,0.0,0,0
Hybrid→AHR,491,HNF4A mutations can cause diabetes in mutant carriers by the age of 14 years,14,0.0,,0.3333,0.0,0,0
Hybrid→AHR,5,1/2000 in UK have abnormal PrP positivity.,7,0.4286,,0.5,0.0,0,0
Hybrid→AHR,50,AIRE is expressed in some skin tumors.,7,0.0,,0.3155,0.0,0,0
Hybrid→AHR,501,Headaches are not correlated with cognitive impairment.,7,0.0,,0.0,0.0,0,0
Hybrid→AHR,502,"Healthcare delivery efficiency in crowded delivery centers is impaired by improving structural, logistical, and interpersonal elements.",16,0.0625,,0.0,0.0,0,0
Hybrid→AHR,507,Helminths interfere with immune system control of macrophages activated by IL-4 favor Mycobacterium tuberculosis replication.,15,0.0,,0.3869,0.0,0,0
Hybrid→AHR,508,Hematopoietic Stem Cell purification reaches purity rate of up to 50%.,11,0.0,,0.0,0.0,0,0
Hybrid→AHR,51,ALDH1 expression is associated with better breast cancer outcomes.,9,0.0,,0.4307,0.0,0,0
Hybrid→AHR,513,High cardiopulmonary fitness causes increased mortality rate.,7,0.0,,0.2891,0.0,0,0
Hybrid→AHR,514,High dietary calcium intakes are unnecessary for prevention of secondary hyperparathyroidism in subjects with 25(OH)D levels above 75 nmol/liter.,19,0.0526,,0.0,0.0,0,0
Hybrid→AHR,516,High levels of CRP reduces the risk of exacerbations in chronic obstructive pulmonary disease (COPD).,15,0.0,,0.3155,0.0,0,0
Hybrid→AHR,517,High levels of copeptin decrease risk of diabetes.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,521,High-sensitivity cardiac troponin T (HSCT-T) dosage may not be diagnostic if the onset of symptoms occurs less than 3 hours before acute myocardial injury (AMI).,25,0.04,,0.4307,0.0,0,0
Hybrid→AHR,525,Histone demethylase recruitment and a transient decrease in histone methylation is necessary for ligand-dependent induction of transcription by nuclear receptors.,20,0.0,,0.4307,0.0,0,0
Hybrid→AHR,527,Homozygous deletion of murine Sbds gene from osterix-expressing mesenchymal stem and progenitor cells (MPCs) prevents oxidative stress.,17,0.1176,,0.3562,0.0,0,0
Hybrid→AHR,528,Human T-lymphotropic virus type-I-associated myelopathy / tropical spastic paraparesis (HAM/TSP) patients produce Immunoglobulin G (IgG) antibodies which cross-react with an immunodominant epitope in Tax.,24,0.125,,0.4307,0.0,0,0
Hybrid→AHR,53,ALDH1 expression is associated with poorer prognosis in breast cancer.,10,0.0,,0.3562,0.0,0,0
Hybrid→AHR,532,Hyperfibrinogenemia decreases rates of femoropopliteal bypass thrombosis.,7,0.1429,,0.3562,0.0,0,0
Hybrid→AHR,533,Hyperfibrinogenemia increases rates of femoropopliteal bypass thrombosis.,7,0.1429,,0.5,0.0,0,0
Hybrid→AHR,535,Hypertension is frequently observed in type 1 diabetes patients.,9,0.0,,0.0,0.0,0,0
Hybrid→AHR,536,Hypocretin neurones induce panicprone state in rats.,7,0.2857,,0.0,0.0,0,0
Hybrid→AHR,539,Hypoglycemia increases the risk of dementia.,6,0.0,,0.3869,0.0,0,0
Hybrid→AHR,54,AMP-activated protein kinase (AMPK) activation increases inflammation-related fibrosis in the lungs.,11,0.0,,0.0,0.0,0,0
Hybrid→AHR,540,Hypothalamic glutamate neurotransmission is crucial to energy balance.,8,0.0,,0.2184,0.0,0,0
Hybrid→AHR,544,IFIT1 restricts viral replication by sequestrating mis-capped viral RNAs.,9,0.3333,,0.0,0.0,0,0
Hybrid→AHR,549,IRG1 has antiviral effects against neurotropic viruses.,7,0.0,,0.4307,0.0,0,0
Hybrid→AHR,551,ITAM phosphorylation prevents the transfer of the T cell receptor (TCR) signal from the echo-domain to the cytoplasmic tail of the T cell receptor (TCR).,25,0.08,,0.0,0.0,0,0
Hybrid→AHR,552,IgA plasma cells that are specific for transglutaminase 2 accumulate in the duodenal mucosa on commencement of a gluten-free diet.,20,0.0,,0.3155,0.0,0,0
Hybrid→AHR,554,Immune complex triggered cell death leads to extracellular release of neutrophil protein HMGB1.,13,0.0769,,0.5,0.0,0,0
Hybrid→AHR,56,APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation causing GABA neuron degeneration.,15,0.0,,0.3562,0.0,0,0
Hybrid→AHR,560,Immune responses result in the development of inflammatory Th17 cells and anti-inflammatory iTregs.,13,0.0769,,0.0,0.0,0,0
Hybrid→AHR,569,"In adult tissue, most T cells are memory T cells.",10,0.0,,0.3869,0.0,0,0
Hybrid→AHR,57,"APOE4 expression in iPSC-derived neurons increases AlphaBeta production and tau phosphorylation, delaying GABA neuron degeneration.",15,0.0,,0.3869,0.0,0,0
Hybrid→AHR,575,"In domesticated populations of Saccharomyces cerevisiae, whole chromosome aneuploidy is very uncommon.",12,0.0,,0.0,0.0,0,0
Hybrid→AHR,577,"In mice, P. chabaudi parasites are able to proliferate faster early in infection when inoculated at lower numbers than when inoculated at high numbers.",24,0.0,,0.0,0.0,0,0
Hybrid→AHR,578,"In mouse models, the loss of CSF1R facilitates MOZ-TIF2-induced leuekmogenesis.",10,0.2,,0.4307,0.0,0,0
Hybrid→AHR,587,"In transgenic mice harboring green florescent protein under the control of the Sox2 promoter, less than ten percent of the cells with green florescent colocalize with cell proliferation markers.",29,0.069,,0.0,0.0,0,0
Hybrid→AHR,589,"In young and middle-aged adults, current or remote uses of ADHD medications do not increase the risk of serious cardiovascular events.",21,0.0,,0.3562,0.0,0,0
Hybrid→AHR,593,Incidence of heart failure decreased by 10% in women since 1979.,11,0.0,,0.3155,0.0,0,0
Hybrid→AHR,597,Incidence rates of cervical cancer have decreased.,7,0.0,,0.3152,0.0,0,0
Hybrid→AHR,598,Incidence rates of cervical cancer have increased due to nationwide screening programs based primarily on cytology to detect uterine cervical cancer.,21,0.0,,0.0,0.0,0,0
Hybrid→AHR,613,Increased microtubule acetylation repairs LRRK2 Roc-COR domain mutation induced locomotor deficits.,11,0.0,,0.3869,0.0,0,0
Hybrid→AHR,619,Increased vessel density along with a reduction in fibrosis decreases the efficacy of chemotherapy treatments.,15,0.0,,0.1846,0.0,0,0
Hybrid→AHR,623,Individuals with low serum vitamin D concentrations have increased risk of multiple sclerosis.,13,0.0,,0.0,0.0,0,0
Hybrid→AHR,628,Infection of human T-cell lymphotropic virus type 1 is most frequent in individuals of African origin.,16,0.0,,0.0,0.0,0,0
Hybrid→AHR,636,"Inositol lipid 3-phosphatase PTEN converts Ptdlns(3,4)P 2 into phosphatidylinositol 4-phosphate.",10,0.3,,0.0,0.0,0,0
Hybrid→AHR,637,Input from  mental and physical health care professionals is effective at decreasing homelessness.,13,0.0,,0.0,0.0,0,0
Hybrid→AHR,641,Insomnia can be effectively treated with cognitive behavioral therapy.,9,0.0,,0.2184,0.0,0,0
Hybrid→AHR,644,Insulin increases risk of severe kidney failure.,7,0.0,,0.301,0.0,0,0
Hybrid→AHR,649,Integrating classroom-based collaborative learning with Web-based collaborative learning leads to subpar class performance,13,0.1538,,0.301,0.0,0,0
Hybrid→AHR,659,Ivermectin is used to treat lymphatic filariasis.,7,0.2857,,0.0,0.0,0,0
Hybrid→AHR,660,Ivermectin is used to treat onchocerciasis.,6,0.3333,,0.0,0.0,0,0
Hybrid→AHR,674,LDL cholesterol has no involvement in the development of cardiovascular disease.,11,0.0,,0.0,0.0,0,0
Hybrid→AHR,684,Lack of clpC does not affect sporulation efficiency in Bacillus subtilis cells.,12,0.0,,0.3333,0.0,0,0
Hybrid→AHR,690,Less than 10% of the gabonese children with Schimmelpenning-Feuerstein-Mims syndrome (SFM) had a plasma lactate of more than 5mmol/L.,19,0.1579,,0.0,0.0,0,0
Hybrid→AHR,691,Leukemia associated Rho guanine nucleotide-exchange factor represses RhoA in response to SRC activation.,13,0.0769,,0.4307,0.0,0,0
Hybrid→AHR,692,Leuko-increased blood increases infectious complications in red blood cell transfusion.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,693,Leuko-reduced blood reduces infectious complications in red blood cell transfusion.,10,0.1,,0.2891,0.0,0,0
Hybrid→AHR,70,Activation of PPM1D suppresses p53 function.,6,0.0,,0.4825,0.0,0,0
Hybrid→AHR,700,Localization of PIN1 in the Arabidopsis embryo does not require VPS9a,11,0.0909,,0.3155,0.0,0,0
Hybrid→AHR,702,Localization of PIN1 in the roots of Arabidopsis does not require VPS9a,12,0.0833,,0.0,0.0,0,0
Hybrid→AHR,715,Low expression of miR7a does represses target genes and exerts a biological function in ovaries.,15,0.0667,,0.0,0.0,0,0
Hybrid→AHR,716,Low expression of miR7a exerts a biological function in testis.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,718,Low nucleosome occupancy correlates with low methylation levels across species.,10,0.0,,0.0,0.0,0,0
Hybrid→AHR,72,Activator-inhibitor pairs are provided dorsally by Admpchordin.,7,0.2857,,0.3562,0.0,0,0
Hybrid→AHR,721,Lupus-prone mice infected with curliproducing bacteria have higher autoantibody titers compared to controls.,13,0.0769,,0.5,0.0,0,0
Hybrid→AHR,723,Ly49Q directs the organization of neutrophil migration to inflammation sites by regulating membrane raft functions.,15,0.0,,0.3869,0.0,0,0
Hybrid→AHR,727,Ly6C hi monocytes have a lower inflammatory capacity compared to their Ly6C lo counterparts.,14,0.1429,,0.0,0.0,0,0
Hybrid→AHR,728,Ly6C hi monocytes have a lower inflammatory capacity than Ly6C lo monocytes.,12,0.1667,,0.3066,0.0,0,0
Hybrid→AHR,729,Lymphadenopathy is observed in knockin mouse lacking the SHP-2 MAPK pathway.,11,0.0,,0.3562,0.0,0,0
Hybrid→AHR,742,Macrolides have no protective effect against myocardial infarction.,8,0.0,,0.3869,0.0,0,0
Hybrid→AHR,743,Macrolides protect against myocardial infarction.,5,0.0,,0.3562,0.0,0,0
Hybrid→AHR,744,Macropinocytosis contributes to a cell's supply of amino acids via the intracellular uptake of protein.,15,0.0,,0.3333,0.0,0,0
Hybrid→AHR,75,"Active H. pylori urease has a polymeric structure that compromises two subunits, UreA and UreB.",15,0.0667,,0.4307,0.0,0,0
Hybrid→AHR,756,Many proteins in human cells can be post-translationally modified at lysine residues via acetylation.,14,0.0,,0.0,0.0,0,0
Hybrid→AHR,759,Mathematical models predict that using Artemisinin-based combination therapy over nongametocytocidal drugs have a dramatic impact in reducing malaria transmission.,19,0.0526,,0.3869,0.0,0,0
Hybrid→AHR,768,Mercaptopurine is anabolized into the inactive methylmercaptopurine by thiopurine methyltrasnferase (TPMT).,11,0.4545,,0.0,0.0,0,0
Hybrid→AHR,770,Metastatic colorectal cancer treated with a single agent fluoropyrimidines resulted in reduced efficacy and lower quality of life when compared with oxaliplatin-based chemotherapy in elderly patients.,26,0.0385,,0.4307,0.0,0,0
Hybrid→AHR,775,Mice defective for deoxyribonucleic acid (DNA) polymerase I (polI) reveal increased sensitivity to ionizing radiation (IR).,16,0.125,,0.0,0.0,0,0
Hybrid→AHR,781,Mice that lack Interferon-γ or its receptor exhibit high resistance to experimental autoimmune myocarditis.,14,0.0,,0.0,0.0,0,0
Hybrid→AHR,783,Mice without IFN-γ or its receptor are resistant to EAM induced with α-MyHC/CFA.,13,0.0769,,0.0,0.0,0,0
Hybrid→AHR,784,MicroRNA is involved in the regulation of Neural Stem Cell (NSC) differentiation and proliferation dynamic homeostasis,16,0.0625,,0.5,0.0,0,0
Hybrid→AHR,785,Microarray results from culture-amplified mixtures of serotypes correlate poorly with microarray results from uncultured mixtures.,15,0.2,,0.3155,0.0,0,0
Hybrid→AHR,793,Mitochondria are uninvolved in apoptosis.,5,0.0,,0.3155,0.0,0,0
Hybrid→AHR,800,Modifying the epigenome in the brain affects the normal human aging process by affecting certain genes related to neurogenesis.,19,0.0,,0.0,0.0,0,0
Hybrid→AHR,805,Monoclonal antibody targeting of N-cadherin inhibits metastasis.,7,0.0,,0.3869,0.0,0,0
Hybrid→AHR,808,Most termination events in Okazaki fragments are sequence specific.,9,0.0,,0.3869,0.0,0,0
Hybrid→AHR,811,Mutant mice lacking SVCT2 have greatly increased ascorbic acid levels in both brain and adrenals.,15,0.0667,,0.3333,0.0,0,0
Hybrid→AHR,814,"Mutations in G-Beta protein GNB2 are present in many cancers, resulting in loss of interaction with G-alpha subunits and concomitant activation of AKT pathway.",24,0.0833,,0.5,0.0,0,0
Hybrid→AHR,820,N-terminal cleavage increases success identifying transcription start sites.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,821,N-terminal cleavage reduces success identifying transcription start sites.,8,0.0,,0.0,0.0,0,0
Hybrid→AHR,823,N348I mutations cause resistance to zidovudine (AZT).,7,0.1429,,0.3562,0.0,0,0
Hybrid→AHR,830,NF2 (Merlin) causes phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila by activating LATS1/2 kinases.,16,0.1875,,0.0,0.0,0,0
Hybrid→AHR,831,NF2 (Merlin) prevents phosphorylation and subsequent cytoplasmic sequestration of YAP in Drosophila.,12,0.1667,,0.0,0.0,0,0
Hybrid→AHR,832,NFAT4 activation requires IP3R-mediated Ca2+ mobilization.,6,0.1667,,0.3869,0.0,0,0
Hybrid→AHR,834,NOX2-independent pathways can generate peroxynitrite by reacting with nitrogen intermediates.,10,0.1,,0.0,0.0,0,0
Hybrid→AHR,837,NR5A2 is important in development of endometrial tissues.,8,0.0,,0.3869,0.0,0,0
Hybrid→AHR,839,Nanoparticles can be targeted against specific cell types by incorporating aptamers into lipid nanoparticles.,14,0.0714,,0.2891,0.0,0,0
Hybrid→AHR,845,Neutrophil extracellular traps (NETs) are released by ANCA-stimulated neutrophils.,9,0.0,,0.3562,0.0,0,0
Hybrid→AHR,847,New drugs for tuberculosis often do not penetrate the necrotic portion of a tuberculosis lesion in high concentrations.,18,0.0,,0.3869,0.0,0,0
Hybrid→AHR,852,Non-invasive ventilation use should be decreased if there is inadequate response to conventional treatment.,14,0.0,,0.3155,0.0,0,0
Hybrid→AHR,859,Normal expression of RUNX1 has tumor-promoting effects.,7,0.0,,0.0,0.0,0,0
Hybrid→AHR,870,Obesity decreases life quality.,4,0.0,,0.0,0.0,0,0
Hybrid→AHR,873,Obesity is determined solely by environmental factors.,7,0.0,,0.0,0.0,0,0
Hybrid→AHR,879,Occupancy of ribosomes by IncRNAs do not make functional peptides.,10,0.1,,0.4307,0.0,0,0
Hybrid→AHR,880,Occupancy of ribosomes by IncRNAs mirror 5 0-UTRs,8,0.25,,0.5,0.0,0,0
Hybrid→AHR,882,Omnivores produce less trimethylamine N-oxide from dietary I-carnitine than vegetarians.,10,0.2,,0.4307,0.0,0,0
Hybrid→AHR,887,Only a minority of cells survive development after differentiation into stress-resistant spores.,12,0.0833,,0.0,0.0,0,0
Hybrid→AHR,903,PD-1 triggering on monocytes reduces IL-10 production by monocytes.,9,0.0,,0.3869,0.0,0,0
Hybrid→AHR,904,PDPN promotes efficient motility along stromal surfaces by activating the C-type lectin receptor to rearrange the actin cytoskeleton in dendritic cells.,21,0.0476,,0.3562,0.0,0,0
Hybrid→AHR,907,PGE 2 promotes intestinal tumor growth by altering the expression of tumor suppressing and DNA repair genes.,17,0.0,,0.3333,0.0,0,0
Hybrid→AHR,911,PKG-la plays an essential role in expression of pain hypersensitivity in PGK-la knockout mice.,14,0.1429,,0.3869,0.0,0,0
Hybrid→AHR,913,PPAR-RXRs are inhibited by PPAR ligands.,6,0.1667,,0.0,0.0,0,0
Hybrid→AHR,914,PPAR-RXRs can be activated by PPAR ligands.,7,0.1429,,0.0,0.0,0,0
Hybrid→AHR,921,Participating in six months of physical activity improves cognitive functioning.,10,0.0,,0.2891,0.0,0,0
Hybrid→AHR,922,Patients in stable partnerships have a faster progression from HIV to AIDS.,12,0.0,,0.5,0.0,0,0
Hybrid→AHR,936,Peroxynitrite is required for nitration of TCR/CD8.,7,0.1429,,0.6309,0.0,0,0
Hybrid→AHR,94,Albendazole is used to treat lymphatic filariasis.,7,0.2857,,0.0,0.0,0,0
Hybrid→AHR,956,Pleiotropic coupling of GLP-1R to intracellular effectors promotes distinct profiles of cellular signaling.,13,0.0,,0.3333,0.0,0,0
Hybrid→AHR,957,Podocytes are motile and migrate in the presence of injury.,10,0.0,,0.301,0.0,0,0
Hybrid→AHR,960,Polymeal nutrition reduces cardiovascular mortality.,5,0.0,,0.0,0.0,0,0
Hybrid→AHR,967,Pretreatment with the Arp2/3 inhibitor CK-666 affects lamelliopodia formation.,9,0.2222,,0.1934,0.0,0,0
Hybrid→AHR,971,Primary cervical cancer screening with HPV detection has higher longitudinal sensitivity than conventional cytology to detect cervical intraepithelial neoplasia grade 2.,21,0.0,,0.1175,0.0,0,0
Hybrid→AHR,975,Primary pro-inflammatory cytokines induce secondary pro- and anti-inflammatory mediators.,9,0.0,,0.0,0.0,0,0
Hybrid→AHR,982,Proteins synthesized at the growth cone are ubiquitinated at a higher rate than proteins from the cell body.,18,0.0,,0.301,0.0,0,0
Hybrid→AHR,985,Pseudogene PTENP1 regulates the expression of PTEN by functioning as an miRNA decoy.,13,0.0769,,0.3562,0.0,0,0
Hybrid→AHR,99,Alizarin forms hydrogen bonds with residues involved in PGAM1 substrate binding.,11,0.0,,0.3562,0.0,0,0
Hybrid→AHR,993,Pyridostatin destabilizes the G - quadruplex in the telomeric region.,10,0.0,,0.3155,0.0,0,0
